Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
5,158,DAL,Michael Jackson,CB,22,2022,0,0,1,6,,21,0,0,0,0,0,0,0,0,0,0,0,65,1,,Miami (FL)
5,159,NWE,Byron Cowart,DT,23,2022,0,0,1,10,9,36,0,0,0,0,0,0,0,0,0,0,0,19,,1,Maryland
5,160,BAL,Daylon Mack,DT,22,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M
5,161,HOU,Charles Omenihu,DE,22,2022,0,0,0,8,5,61,0,0,0,0,0,0,0,0,0,0,0,40,,11.5,Texas
5,162,MIN,Cameron Smith,LB,22,2019,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,,,USC
5,163,NWE,Jake Bailey,P,22,2022,1,1,1,7,7,58,0,0,0,0,0,0,0,0,0,0,0,4,,,Stanford
5,164,IND,E.J. Speed,LB,24,2022,0,0,0,6,6,61,0,0,0,0,0,0,0,0,0,0,0,71,,1,Tarleton St.
5,165,DAL,Joe Jackson,DE,22,2021,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,13,,1.5,Miami (FL)
5,166,LAC,Easton Stick,QB,23,2020,0,0,0,0,0,1,1,1,4,0,0,1,-2,0,0,0,0,,,,North Dakota St.
5,167,PHI,Clayton Thorson,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Northwestern
5,168,TEN,D'Andre Walker,LB,22,2020,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
5,169,LAR,David Edwards,T,22,2022,0,0,2,23,23,53,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin
5,170,CLE,Austin Seibert,K,22,2022,0,0,0,4,3,30,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma
5,171,NYG,Darius Slayton,WR,22,2022,0,0,3,20,20,59,0,0,0,0,0,3,-14,0,170,2554,15,4,,,Auburn
5,172,ATL,Jordan Miller,CB,22,2021,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,4,,,Washington
5,173,WAS,Cole Holcomb,LB,23,2022,0,0,3,22,22,50,0,0,0,0,0,0,0,0,0,0,0,239,3,4.5,North Carolina
6,174,ARI,KeeSean Johnson,WR,22,2021,0,0,0,4,4,18,0,0,0,0,0,1,3,0,36,360,1,,,,Fresno St.
6,175,PIT,Sutton Smith,DE,23,2021,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,1,,,Northern Illinois
6,176,SFO,Kaden Smith,TE,22,2021,0,0,1,3,,33,0,0,0,0,0,0,0,0,52,413,3,2,,,Stanford
6,177,NOR,Saquan Hampton,S,23,2020,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,,Rutgers
6,178,JAX,Gardner Minshew II,QB,23,2022,0,0,2,20,17,32,586,933,6632,44,15,112,521,2,1,0,0,1,,,Washington St.
6,179,ARI,Lamont Gaillard,C,23,2020,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
6,180,NYG,Corey Ballentine,CB,23,2022,0,0,0,2,2,40,0,0,0,0,0,0,0,0,0,0,0,42,,,Washburn
6,181,BUF,Jaquan Johnson,CB,23,2022,0,0,0,5,5,60,1,1,13,0,0,0,0,0,0,0,0,34,2,,Miami (FL)
6,182,CIN,Trayveon Williams,RB,21,2022,0,0,0,2,2,34,0,0,0,0,0,47,238,0,8,64,0,6,,,Texas A&M
6,183,SFO,Justin Skule,T,22,2022,0,0,1,8,8,32,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt
6,184,DET,Travis Fulgham,WR,23,2021,0,0,1,4,0,17,0,0,0,0,0,0,0,0,38,539,4,,,,Old Dominion
6,185,GNB,Ka'dar Hollman,CB,24,2020,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,7,,,Toledo
6,186,DET,Ty Johnson,RB,21,2022,0,0,0,8,2,62,0,0,0,0,0,208,925,4,86,668,3,8,,,Maryland
6,187,DEN,Juwann Winfree,WR,23,2022,0,0,0,1,0,15,0,0,0,0,0,0,0,0,9,75,0,,,,Colorado
6,188,TEN,David Long,LB,22,2022,0,0,1,14,14,50,0,0,0,0,0,0,0,0,0,0,0,137,4,,West Virginia
6,189,CLE,Drew Forbes,T,22,2022,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,,SE Missouri St.
6,190,MIN,Armon Watts,DT,23,2022,0,0,1,12,7,57,0,0,0,0,0,0,0,0,0,0,0,57,,8,Arkansas
6,191,MIN,Marcus Epps,S,23,2022,0,0,1,10,0,62,0,0,0,0,0,0,0,0,0,0,0,149,3,,Wyoming
6,192,PIT,Isaiah Buggs,DT,23,2022,0,0,1,10,5,46,0,0,0,0,0,0,0,0,0,0,0,35,,1,Alabama
6,193,MIN,Oli Udoh,T,22,2022,0,0,1,8,8,41,0,0,0,0,0,0,0,0,0,0,0,,,,Elon
6,194,GNB,Dexter Williams,RB,22,2020,0,0,0,0,0,7,0,0,0,0,0,7,19,0,0,0,0,,,,Notre Dame
6,195,HOU,Xavier Crawford,CB,23,2022,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,16,,,Central Michigan
6,196,NYJ,Blessuan Austin,CB,23,2021,0,0,1,6,5,29,0,0,0,0,0,0,0,0,0,0,0,77,,,Rutgers
6,197,BAL,Trace McSorley,QB,24,2022,0,0,0,1,0,9,48,93,502,1,5,21,79,0,0,0,0,,,,Penn St.
6,198,SFO,Tim Harris,CB,24,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Virginia
6,199,IND,Gerri Green,DE,23,2022,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.
6,200,LAC,Emeke Egbule,LB,22,2021,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,9,,,Houston
