Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
1,18,KAN,Marcus Peters,CB,22,2022,2,3,6,60,32,104,0,0,0,0,0,0,0,0,0,0,0,284,32,2,Washington
1,19,CLE,Cameron Erving,C,23,2022,0,0,3,27,6,95,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
1,20,PHI,Nelson Agholor,WR,22,2022,0,0,7,32,18,118,1,1,15,0,0,14,71,0,340,4246,31,1,,,USC
1,21,CIN,Cedric Ogbuehi,T,23,2022,0,0,2,17,11,67,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M
1,22,PIT,Bud Dupree,OLB,22,2022,0,0,5,37,31,103,0,0,0,0,0,0,0,0,0,0,0,196,1,46.5,Kentucky
1,23,DEN,Shane Ray,DE,22,2018,0,0,1,12,12,49,0,0,0,0,0,0,0,0,0,0,0,64,,14,Missouri
1,24,ARI,D.J. Humphries,T,21,2022,0,1,6,39,39,83,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
1,25,CAR,Shaq Thompson,OLB,21,2022,0,0,8,40,40,117,0,0,0,0,0,0,0,0,0,0,0,445,3,12,Washington
1,26,BAL,Breshad Perriman,WR,21,2022,0,0,1,15,4,80,0,0,0,0,0,11,16,0,145,2343,16,,,,Central Florida
1,27,DAL,Byron Jones,CB,22,2021,0,1,7,38,29,109,0,0,0,0,0,0,0,0,0,0,0,345,4,,Connecticut
1,28,DET,Laken Tomlinson,G,23,2022,0,1,8,48,11,129,0,0,0,0,0,0,0,0,0,0,0,,,,Duke
1,29,IND,Phillip Dorsett,WR,22,2022,0,0,0,16,7,92,0,1,0,0,0,14,84,0,151,2001,12,,,,Miami (FL)
1,30,GNB,Damarious Randall,S,23,2020,0,0,5,21,11,75,0,0,0,0,0,0,0,0,0,0,0,244,14,2.5,Arizona St.
1,31,NOR,Stephone Anthony,ILB,23,2019,0,0,1,10,9,62,0,0,0,0,0,0,0,0,0,0,0,97,1,1,Clemson
1,32,NWE,Malcom Brown,DT,21,2021,0,0,6,43,27,106,0,0,0,0,0,0,0,0,0,0,0,160,,13.5,Texas
2,33,NYG,Landon Collins,S,21,2022,1,3,6,42,32,100,0,0,0,0,0,0,0,0,0,0,0,489,12,11,Alabama
2,34,TAM,Donovan Smith,T,22,2022,0,0,8,53,53,124,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.
2,35,OAK,Mario Edwards,DT,21,2022,0,0,1,17,11,99,0,0,0,0,0,0,0,0,0,0,0,95,,19.5,Florida St.
2,36,JAX,T.J. Yeldon,RB,21,2020,0,0,2,20,19,60,0,0,0,0,0,492,2005,6,185,1448,7,,,,Alabama
2,37,NYJ,Devin Smith,WR,23,2021,0,0,0,2,1,22,0,0,0,0,0,0,0,0,15,248,2,3,,,Ohio St.
2,38,WAS,Preston Smith,DE,22,2022,0,0,7,48,22,129,0,0,0,0,0,0,0,0,0,0,0,235,5,58,Mississippi St.
2,39,CHI,Eddie Goldman,DT,21,2021,0,0,4,32,32,81,0,0,0,0,0,0,0,0,0,0,0,116,,13,Florida St.
2,40,TEN,Dorial Green-Beckham,WR,22,2016,0,0,0,7,4,31,0,0,0,0,0,0,0,0,68,941,6,,,,Oklahoma
2,41,CAR,Devin Funchess,TE,21,2019,0,0,2,20,20,62,0,0,0,0,0,0,0,0,164,2265,21,,,,Michigan
2,42,ATL,Jalen Collins,CB,22,2016,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,45,2,,LSU
2,43,HOU,Benardrick McKinney,ILB,22,2021,0,1,5,44,42,91,0,0,0,0,0,0,0,0,0,0,0,331,1,11.5,Mississippi St.
2,44,NOR,Hau'oli Kikaha,OLB,23,2017,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,39,,8,Washington
2,45,MIN,Eric Kendricks,ILB,23,2022,1,1,8,56,56,117,0,0,0,0,0,0,0,0,0,0,0,579,9,15,UCLA
2,46,SFO,Jaquiski Tartt,S,23,2021,0,0,4,21,21,80,0,0,0,0,0,0,0,0,0,0,0,265,4,4,Samford
2,47,PHI,Eric Rowe,CB,22,2022,0,0,2,21,2,100,0,0,0,0,0,0,0,0,0,0,0,272,5,2,Utah
2,48,SDG,Denzel Perryman,ILB,22,2022,0,1,6,36,23,96,0,0,0,0,0,0,0,0,0,0,0,406,5,6,Miami (FL)
2,49,KAN,Mitch Morse,G,23,2022,0,1,7,47,20,109,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri
2,50,BUF,Ronald Darby,CB,21,2022,0,0,7,30,9,89,0,0,0,0,0,0,0,0,0,0,0,321,8,,Florida St.
2,51,CLE,Nate Orchard,DE,22,2021,0,0,1,8,7,48,0,0,0,0,0,0,0,0,0,0,0,51,1,6,Utah
2,52,MIA,Jordan Phillips,NT,22,2022,0,0,4,27,10,106,0,0,0,0,0,0,0,0,0,0,0,110,1,21.5,Oklahoma
2,53,CIN,Jake Fisher,T,22,2018,0,0,0,9,9,48,0,0,0,0,0,0,0,0,2,43,0,,,,Oregon
2,54,DET,Ameer Abdullah,RB,22,2022,0,0,2,17,10,108,0,0,0,0,0,413,1594,6,144,1076,8,13,,,Nebraska
2,55,BAL,Maxx Williams,TE,21,2022,0,0,2,8,4,83,0,0,0,0,0,5,14,0,105,1012,6,7,,,Minnesota
2,56,PIT,Senquez Golson,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi
2,57,STL,Rob Havenstein,T,23,2022,0,0,8,50,50,116,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin
2,58,ARI,Markus Golden,DE,24,2022,0,0,4,32,23,111,0,0,0,0,0,0,0,0,0,0,0,206,1,47,Missouri
2,59,DEN,Ty Sambrailo,T,23,2021,0,0,0,14,4,71,0,0,0,0,0,0,0,0,1,35,1,,,,Colorado St.
2,60,DAL,Randy Gregory,OLB,22,2022,0,0,1,13,11,56,0,0,0,0,0,0,0,0,0,0,0,71,1,18.5,Nebraska
2,61,TAM,Ali Marpet,C,22,2021,0,1,7,43,43,101,0,0,0,0,0,0,0,0,0,0,0,1,,,Hobart
2,62,GNB,Quinten Rollins,CB,23,2017,0,0,0,7,7,33,0,0,0,0,0,0,0,0,0,0,0,76,3,1,Miami (OH)
2,63,SEA,Frank Clark,DE,22,2022,0,3,6,49,20,120,0,0,0,0,0,0,0,0,0,0,0,180,2,58.5,Michigan
2,64,NWE,Jordan Richards,S,22,2021,0,0,1,10,5,86,0,0,0,0,0,0,0,0,0,0,0,77,,,Stanford
3,65,IND,D'Joun Smith,CB,22,2016,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida Atlantic
3,66,TEN,Jeremiah Poutasi,G,21,2016,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
3,67,JAX,A.J. Cann,G,23,2022,0,0,7,39,35,111,0,0,0,0,0,0,0,0,0,0,0,2,,,South Carolina
3,68,OAK,Clive Walford,TE,23,2019,0,0,1,7,7,52,0,0,0,0,0,0,4,0,74,825,6,,,,Miami (FL)
3,69,SEA,Tyler Lockett,WR,22,2022,1,1,8,59,59,127,0,0,0,0,0,40,265,1,533,7100,54,3,,,Kansas St.
3,70,HOU,Jaelen Strong,WR,21,2017,0,0,0,2,2,20,0,0,0,0,0,0,0,0,31,330,4,,,,Arizona St.
3,71,CHI,Hroniss Grasu,C,24,2022,0,0,1,8,6,31,0,0,0,0,0,0,0,0,0,2,0,,,,Oregon
3,72,STL,Jamon Brown,T,22,2020,0,0,3,21,13,62,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville
3,73,ATL,Tevin Coleman,RB,22,2022,0,0,2,33,25,94,0,0,0,0,0,789,3319,25,131,1317,13,3,,,Indiana
3,74,NYG,Owamagbe Odighizuwa,DE,23,2016,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,4,,,UCLA
3,75,NOR,Garrett Grayson,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Colorado St.
3,76,KAN,Chris Conley,WR,22,2022,0,0,3,21,11,109,0,0,0,0,0,1,3,0,217,2853,15,4,,,Georgia
3,77,CLE,Duke Johnson,RB,21,2022,0,0,0,28,18,97,0,1,0,0,0,532,2265,11,311,2870,12,2,,,Miami (FL)
3,78,NOR,P.J. Williams,CB,22,2022,0,0,2,19,19,89,0,0,0,0,0,0,0,0,0,0,0,201,8,4,Florida St.
3,79,SFO,Eli Harold,OLB,21,2018,0,0,2,11,11,61,0,0,0,0,0,0,0,0,0,0,0,65,,9,Virginia
3,80,DET,Alex Carter,CB,20,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford
3,81,BUF,John Miller,G,22,2022,0,0,5,31,19,87,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville
3,82,NYJ,Lorenzo Mauldin,OLB,22,2016,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,20,1,6.5,Louisville
3,83,SDG,Craig Mager,CB,23,2018,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,29,1,,Texas St.
3,84,PHI,Jordan Hicks,OLB,23,2022,0,0,7,45,19,109,0,0,0,0,0,0,0,0,0,0,0,513,12,13.5,Texas
3,85,CIN,Tyler Kroft,TE,22,2022,0,0,2,9,6,92,0,0,0,0,0,0,0,0,105,1081,13,12,,,Rutgers
3,86,ARI,David Johnson,RB,23,2022,1,1,3,42,33,92,0,0,0,0,0,1007,4071,39,277,2805,18,3,,,Northern Iowa
3,87,PIT,Sammie Coates,WR,22,2018,0,0,0,4,4,44,0,0,0,0,0,4,14,0,29,528,2,8,,,Auburn
3,88,MIN,Danielle Hunter,DE,20,2022,0,3,4,53,53,102,0,0,0,0,0,0,0,0,0,0,0,262,,71,LSU
3,89,STL,Sean Mannion,QB,23,2021,0,0,0,2,1,14,67,110,573,1,3,25,-3,0,0,0,0,,,,Oregon St.
3,90,BAL,Carl Davis,DT,23,2022,0,0,1,13,7,72,0,0,0,0,0,0,0,0,0,0,0,35,,2.5,Iowa
3,91,DAL,Chaz Green,T,23,2021,0,0,0,7,4,39,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
3,92,DEN,Jeff Heuerman,TE,22,2019,0,0,3,5,5,51,0,0,0,0,0,0,0,0,63,678,5,,,,Ohio St.
3,93,IND,Henry Anderson,DE,24,2022,0,0,4,21,8,89,0,0,0,0,0,0,0,0,0,0,0,110,,11.5,Stanford
3,94,GNB,Ty Montgomery,WR,22,2022,0,0,1,17,13,79,0,0,0,0,0,260,1178,7,142,1119,4,9,,,Stanford
3,95,WAS,Matt Jones,RB,22,2017,0,0,0,9,9,25,0,0,0,0,0,248,964,6,27,377,1,,,,Florida
3,96,CLE,Xavier Cooper,DT,23,2017,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,29,,3,Washington St.
3,97,NWE,Geneo Grissom,DE,23,2018,0,0,0,3,3,37,0,0,0,0,0,0,0,0,0,0,0,7,,1,Oklahoma
3,98,KAN,Steven Nelson,CB,22,2022,0,0,6,31,12,113,0,0,0,0,0,0,0,0,0,0,0,326,9,1,Oregon St.
3,99,CIN,Paul Dawson,ILB,22,2017,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,10,,,TCU
4,100,TEN,Angelo Blackson,DT,22,2022,0,0,1,21,1,117,0,0,0,0,0,0,0,0,0,0,0,98,1,8.5,Auburn
4,101,NWE,Trey Flowers,DE,22,2022,0,0,4,34,24,79,0,0,0,0,0,0,0,0,0,0,0,161,,31.5,Arkansas
4,102,CAR,Daryl Williams,G,23,2021,0,0,5,39,22,89,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma
4,103,NYJ,Bryce Petty,QB,24,2017,0,0,0,4,4,10,130,245,1353,4,10,12,74,0,0,0,0,,,,Baylor
4,104,JAX,James Sample,S,23,2015,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,,,Louisville
4,105,WAS,Jamison Crowder,WR,22,2022,0,0,4,31,20,100,1,2,43,1,0,17,82,0,415,4667,28,3,,,Duke
4,106,CHI,Jeremy Langford,RB,23,2018,0,0,0,7,7,29,0,0,0,0,0,219,762,10,41,421,1,2,,,Michigan St.
4,107,ATL,Justin Hardy,WR,23,2019,0,0,0,8,8,73,0,0,0,0,0,0,0,0,95,946,9,5,,,East Carolina
4,108,TEN,Jalston Fowler,FB,25,2017,0,0,1,0,0,42,0,0,0,0,0,10,20,2,6,58,1,6,,,Alabama
4,109,IND,Clayton Geathers,S,23,2019,0,0,3,13,13,56,0,0,0,0,0,0,0,0,0,0,0,183,1,,Central Florida
4,110,MIN,T.J. Clemmings,T,23,2018,0,0,2,15,13,41,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
4,111,NWE,Tre' Jackson,G,22,2015,0,0,1,6,6,13,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
4,112,WAS,Arie Kouandjio,G,23,2017,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
4,113,DET,Gabe Wright,DT,23,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,9,,,Auburn
4,114,MIA,Jamil Douglas,G,23,2021,0,0,0,7,3,50,0,0,0,0,0,0,0,0,0,0,0,1,,,Arizona St.
4,115,CLE,Ibraheim Campbell,S,23,2021,0,0,1,6,5,60,0,0,0,0,0,0,0,0,0,0,0,85,,,Northwestern
4,116,ARI,Rodney Gunter,DT,23,2019,0,0,3,18,18,77,0,0,0,0,0,0,0,0,0,0,0,86,,11,Delaware St.
4,117,SFO,Blake Bell,TE,24,2022,0,0,1,5,2,100,0,0,0,0,0,5,12,0,60,641,1,7,,,Oklahoma
4,118,KAN,Ramik Wilson,ILB,23,2019,0,0,1,14,12,46,0,0,0,0,0,0,0,0,0,0,0,114,1,,Georgia
4,119,STL,Andrew Donnal,T,23,2019,0,0,0,4,3,31,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa
4,120,CIN,Josh Shaw,CB,23,2018,0,0,0,7,7,55,0,0,0,0,0,0,0,0,0,0,0,95,1,,USC
4,121,PIT,Doran Grant,CB,22,2015,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
4,122,BAL,Za'Darius Smith,DE,22,2022,0,3,3,45,11,107,0,0,0,0,0,0,0,0,0,0,0,180,,54.5,Kentucky
4,123,CLE,Vince Mayle,WR,24,2017,0,0,0,0,,23,0,0,0,0,0,2,2,1,0,0,0,9,,,Washington St.
4,124,TAM,Kwon Alexander,OLB,21,2022,0,1,6,40,22,95,0,0,0,0,0,0,0,0,0,0,0,413,8,12.5,LSU
4,125,BAL,Javorius Allen,RB,24,2019,0,0,0,14,14,64,0,0,0,0,0,350,1285,9,130,823,6,11,,,USC
4,126,SFO,Mike Davis,RB,22,2022,0,0,2,20,1,87,0,0,0,0,0,558,2052,14,171,1066,4,3,,,South Carolina
4,127,DAL,Damien Wilson,ILB,22,2022,0,0,5,31,10,127,0,0,0,0,0,0,0,0,0,0,0,266,1,9,Minnesota
4,128,OAK,Jon Feliciano,G,23,2022,0,0,2,23,4,97,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL)
4,129,GNB,Jake Ryan,OLB,23,2019,0,0,2,14,14,45,0,0,0,0,0,0,0,0,0,0,0,144,,1,Michigan
4,130,SEA,Terry Poole,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.
4,131,NWE,Shaq Mason,C,22,2022,0,0,8,47,43,120,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia Tech
4,132,SFO,DeAndre Smelter,WR,23,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,23,0,,,,Georgia Tech
4,133,DEN,Max Garcia,C,23,2022,0,0,3,25,16,105,0,0,0,0,0,0,0,0,0,0,0,2,,,Florida
4,134,SEA,Mark Glowinski,G,23,2022,0,0,6,39,9,111,0,0,0,0,0,0,0,0,0,0,0,1,,,West Virginia
4,135,CIN,Marcus Hardison,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.
4,136,BAL,Tray Walker,CB,23,2015,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Texas Southern
5,137,ATL,Grady Jarrett,NT,22,2022,0,2,7,49,49,127,0,0,0,0,0,0,0,0,0,0,0,228,,32.5,Clemson
5,138,TEN,David Cobb,RB,22,2015,0,0,0,1,1,7,0,0,0,0,0,52,146,1,1,-2,0,,,,Minnesota
5,139,JAX,Rashad Greene,WR,22,2018,0,0,0,2,2,25,0,0,0,0,0,0,0,0,30,185,2,,,,Florida St.
5,140,OAK,Ben Heeney,ILB,23,2017,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,44,,2.5,Kansas
5,141,WAS,Martrell Spaight,OLB,22,2018,0,0,0,6,6,37,0,0,0,0,0,0,0,0,0,0,0,68,1,,Arkansas
5,142,CHI,Adrian Amos,S,22,2022,0,0,8,37,19,126,0,0,0,0,0,0,0,0,0,0,0,516,10,6,Penn St.
5,143,MIN,MyCole Pruitt,TE,23,2022,0,0,1,6,1,92,0,0,0,0,0,0,0,0,62,638,11,4,,,Southern Illinois
5,144,NYG,Mykkele Thompson,S,22,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Texas
5,145,MIA,Bobby McCain,CB,22,2022,0,0,6,28,17,121,0,0,0,0,0,0,0,0,0,0,0,301,11,4,Memphis
5,146,MIN,Stefon Diggs,WR,21,2022,1,3,8,75,35,119,0,1,0,0,0,31,157,0,703,8812,59,2,,,Maryland
5,147,GNB,Brett Hundley,QB,22,2019,0,0,1,5,5,18,199,337,1902,9,13,46,309,2,1,10,0,,,,UCLA
5,148,NOR,Davis Tull,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,Chattanooga
5,149,MIA,Jay Ajayi,RB,22,2019,0,1,2,19,14,45,0,0,0,0,0,572,2546,13,63,419,1,,,,Boise St.
5,150,MIA,Cedric Thompson,S,22,,0,0,0,,,,,,,,,,,,,,,,,,Minnesota
5,151,IND,David Parry,NT,23,2018,0,0,2,13,13,36,0,0,0,0,0,0,0,0,0,0,0,52,,5,Stanford
5,152,NYJ,Jarvis Harrison,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M
5,153,SDG,Kyle Emanuel,OLB,24,2020,0,0,2,16,16,71,0,0,0,0,0,0,0,0,0,0,0,95,2,4,North Dakota St.
5,154,NOR,Tyeler Davison,DT,23,2022,0,0,6,31,16,111,0,0,0,0,0,0,0,0,0,0,0,101,,5,Fresno St.
5,155,BUF,Karlos Williams,RB,22,2015,0,0,0,4,4,11,0,0,0,0,0,93,517,7,11,96,2,,,,Florida St.
5,156,MIA,Tony Lippett,WR,23,2018,0,0,1,6,6,28,0,0,0,0,0,0,0,0,0,0,0,58,4,,Michigan St.
5,157,CIN,C.J. Uzomah,TE,22,2022,0,0,4,14,13,94,0,0,0,0,0,0,0,0,184,1823,15,12,,,Auburn
5,158,ARI,Shaquille Riddick,DE,22,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia
5,159,ARI,JJ Nelson,WR,23,2019,0,0,0,12,12,58,0,0,0,0,0,12,120,1,85,1475,11,1,,,Ala-Birmingham
5,160,PIT,Jesse James,TE,21,2022,0,0,4,12,10,104,0,0,0,0,0,0,0,0,157,1522,12,,,,Penn St.
5,161,OAK,Neiron Ball,OLB,23,2015,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,7,,1,Florida
5,162,TAM,Kenny Bell,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska
5,163,DAL,Ryan Russell,DE,23,2017,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,17,,3,Purdue
5,164,DEN,Lorenzo Doss,CB,21,2018,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,,,Tulane
5,165,SFO,Bradley Pinion,P,21,2022,0,0,1,11,5,128,0,0,0,0,0,0,0,0,0,0,0,5,,,Clemson
5,166,NWE,Joe Cardona,LS,23,2022,0,0,0,7,7,127,0,0,0,0,0,0,0,0,0,0,0,9,,,Navy
5,167,NOR,Damian Swann,CB,22,2015,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,20,,,Georgia
5,168,DET,Michael Burton,FB,23,2022,0,0,1,0,0,113,0,0,0,0,0,28,62,1,18,123,1,13,,,Rutgers
5,169,CAR,David Mayo,LB,22,2022,0,0,1,16,4,115,0,0,0,0,0,0,0,0,0,0,0,143,,3,Texas St.
5,170,SEA,Tye Smith,CB,22,2021,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,49,1,,Towson
5,171,BAL,Nick Boyle,TE,22,2022,0,0,4,9,9,90,0,0,0,0,0,0,0,0,121,1049,4,3,,,Delaware
5,172,KAN,D.J. Alexander,OLB,23,2019,0,1,0,7,5,61,0,0,0,0,0,0,0,0,0,0,0,43,,,Oregon St.
5,173,KAN,James O'Shaughnessy,TE,23,2021,0,0,3,7,1,80,0,0,0,0,0,0,0,0,112,1108,3,11,,,Illinois St.
5,174,CAR,Cameron Artis-Payne,RB,25,2018,0,0,0,5,5,32,0,0,0,0,0,118,491,5,10,86,0,2,,,Auburn
5,175,HOU,Keith Mumphery,WR,23,2016,0,0,0,2,2,27,0,0,0,0,0,0,0,0,24,198,0,5,,,Michigan St.
5,176,BAL,Robert Myers,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.
6,177,TEN,Deiontrez Mount,OLB,22,2017,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,6,1,,Louisville
6,178,NWE,Matthew Wells,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.
6,179,OAK,Max Valles,OLB,21,,0,0,0,,,,,,,,,,,,,,,,,,Virginia
6,180,JAX,Michael Bennett,DT,22,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,12,,0.5,Ohio St.
6,181,WAS,Kyshoen Jarrett,S,22,2015,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,39,,,Virginia Tech
6,182,WAS,Tevin Mitchel,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas
6,183,CHI,Tayo Fabuluje,T,24,2015,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
6,184,TAM,Kaelin Clay,WR,23,2018,0,0,0,3,,22,0,0,0,0,0,3,27,0,6,85,0,1,,,Utah
6,185,MIN,Tyrus Thompson,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma
6,186,NYG,Geremy Davis,WR,23,2019,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,59,0,11,,,Connecticut
6,187,WAS,Evan Spencer,WR,22,2015,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio St.
6,188,BUF,Tony Steward,OLB,22,2015,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,,,Clemson
6,189,CLE,Charles Gaines,CB,22,2015,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,15,,,Louisville
6,190,SFO,Ian Silberman,G,22,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
6,191,PHI,JaCorey Shepherd,CB,22,2016,0,0,0,1,,11,0,0,0,0,0,0,0,0,0,0,0,1,,,Kansas
6,192,SDG,Darius Philon,DT,21,2021,0,0,0,14,12,65,0,0,0,0,0,0,0,0,0,0,0,65,,11.5,Arkansas
6,193,MIN,B.J. Dubose,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Louisville
6,194,BUF,Nick O'Leary,TE,23,2019,0,0,2,6,4,59,0,0,0,0,0,0,0,0,53,668,4,,,,Florida St.
6,195,CLE,Malcolm Johnson,TE,23,2016,0,0,0,0,0,19,0,0,0,0,0,1,2,0,9,59,0,,,,Mississippi St.
6,196,PHI,Randall Evans,CB,23,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas St.
6,197,CIN,Derron Smith,S,23,2017,0,0,0,3,2,38,0,0,0,0,0,0,0,0,0,0,0,9,,,Fresno St.
6,198,CLE,Randall Telfer,TE,23,2017,0,0,2,0,0,30,0,0,0,0,0,0,0,0,5,40,0,,,,USC
6,199,PIT,Leterrius Walton,DT,23,2018,0,0,0,4,4,36,0,0,0,0,0,0,0,0,0,0,0,17,,2,Central Michigan
6,200,DET,Quandre Diggs,CB,22,2022,0,3,4,38,11,120,0,0,0,0,0,0,0,0,0,0,0,365,23,1,Texas
6,201,STL,Bud Sasser,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Missouri
6,202,NWE,A.J. Derby,TE,23,2018,0,0,0,3,0,25,0,0,0,0,0,0,0,0,40,452,3,1,,,Arkansas
6,203,DEN,Darius Kilgo,NT,23,2018,0,0,0,3,2,29,0,0,0,0,0,0,0,0,0,0,0,11,,,Maryland
6,204,BAL,Darren Waller,WR,22,2022,0,1,3,28,1,74,0,0,0,0,0,3,26,0,298,3572,19,10,,,Georgia Tech
