Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
3,80,BUF,Adolphus Washington,DT,21,2018,0,0,2,9,9,35,0,0,0,0,0,0,0,0,0,0,0,38,,4.5,Ohio St.
3,81,ATL,Austin Hooper,TE,21,2022,0,2,3,27,18,105,0,0,0,0,0,0,0,0,339,3468,25,3,,,Stanford
3,82,IND,Le'Raven Clark,T,23,2022,0,0,0,12,10,64,0,0,0,0,0,0,0,0,0,0,0,,,,Texas Tech
3,83,NYJ,Jordan Jenkins,OLB,22,2021,0,0,5,29,28,83,0,0,0,0,0,0,0,0,0,0,0,124,,25,Georgia
3,84,WAS,Kendall Fuller,CB,21,2022,0,0,4,27,22,102,0,0,0,0,0,0,0,0,0,0,0,311,14,2,Virginia Tech
3,85,HOU,Braxton Miller,WR,23,2017,0,0,1,2,2,21,0,0,0,0,0,4,1,0,34,261,2,,,,Ohio St.
3,86,MIA,Leonte Carroo,WR,22,2018,0,0,0,2,2,37,0,0,0,0,0,1,14,0,12,192,2,2,,,Rutgers
3,87,CIN,Nick Vigil,ILB,23,2022,0,0,4,25,17,89,0,0,0,0,0,0,0,0,0,0,0,263,3,5,Utah St.
3,88,GNB,Kyler Fackrell,OLB,24,2021,0,0,1,16,9,86,0,0,0,0,0,0,0,0,0,0,0,114,1,23.5,Utah St.
3,89,PIT,Javon Hargrave,DT,23,2022,0,1,7,45,23,111,0,0,0,0,0,0,0,0,0,0,0,186,,37.5,South Carolina St.
3,90,SEA,C.J. Prosise,RB,22,2020,0,0,0,5,5,35,0,0,0,0,0,75,283,2,41,411,1,,,,Notre Dame
3,91,NWE,Jacoby Brissett,QB,23,2022,0,0,3,33,2,76,963,1577,10350,48,23,227,896,15,1,2,0,,,,North Carolina St.
3,92,ARI,Brandon Williams,CB,23,2020,0,0,0,4,4,51,0,0,0,0,0,0,0,0,0,0,0,33,,,Texas A&M
3,93,CLE,Cody Kessler,QB,23,2018,0,0,1,5,3,17,224,349,2215,8,5,31,140,0,0,0,0,,,,USC
3,94,SEA,Nick Vannett,TE,23,2022,0,0,2,7,4,86,0,0,0,0,0,0,0,0,90,874,6,1,,,Ohio St.
